id,tier,tierLabel,name,prototype,excluded,status,size,filePath,imageUrl,note
11,1,Ⅰ阶,波登可,,false,ok,33227,D:\大黄算法？？？\卫戍协议干员头像包\01_I阶\011_Ⅰ阶_波登可.png,https://media.prts.wiki/4/43/%E5%A4%B4%E5%83%8F_%E6%B3%A2%E7%99%BB%E5%8F%AF.png?v=gr3zwhkxgqae32v3ft9nxydb9f26yvj,
12,1,Ⅰ阶,格雷伊,,false,ok,36208,D:\大黄算法？？？\卫戍协议干员头像包\01_I阶\012_Ⅰ阶_格雷伊.png,https://media.prts.wiki/f/fe/%E5%A4%B4%E5%83%8F_%E6%A0%BC%E9%9B%B7%E4%BC%8A.png?v=ngflv6lv5s8zxsbwrdg7a3mjr6xypkc,
13,1,Ⅰ阶,盟约·辅助干员,,true,ok,55263,D:\大黄算法？？？\卫戍协议干员头像包\特殊池_不进普通奖励\013_Ⅰ阶_盟约·辅助干员.png,https://media.prts.wiki/4/45/%E5%A4%B4%E5%83%8F_%E7%9B%9F%E7%BA%A6%C2%B7%E8%BE%85%E5%8A%A9%E5%B9%B2%E5%91%98.png?v=2hpic9lsizfs6tq6na9i8alll9n6mnu,
14,1,Ⅰ阶,深靛,,false,ok,41396,D:\大黄算法？？？\卫戍协议干员头像包\01_I阶\014_Ⅰ阶_深靛.png,https://media.prts.wiki/9/92/%E5%A4%B4%E5%83%8F_%E6%B7%B1%E9%9D%9B.png?v=0zlc6coik0pgzh5dx03ncpz53haktgc,
15,1,Ⅰ阶,宴,,false,ok,32119,D:\大黄算法？？？\卫戍协议干员头像包\01_I阶\015_Ⅰ阶_宴.png,https://media.prts.wiki/f/f4/%E5%A4%B4%E5%83%8F_%E5%AE%B4.png?v=bygonrjb6ykudm220di4oae4n9l3s31,
16,1,Ⅰ阶,野鬃,,false,ok,53204,D:\大黄算法？？？\卫戍协议干员头像包\01_I阶\016_Ⅰ阶_野鬃.png,https://media.prts.wiki/9/9f/%E5%A4%B4%E5%83%8F_%E9%87%8E%E9%AC%83.png?v=1mbg952y5lrc4oirsk194ucl5vljszx,
17,1,Ⅰ阶,雷蛇,,false,ok,34669,D:\大黄算法？？？\卫戍协议干员头像包\01_I阶\017_Ⅰ阶_雷蛇.png,https://media.prts.wiki/f/f5/%E5%A4%B4%E5%83%8F_%E9%9B%B7%E8%9B%87.png?v=45jo5e8ihqvre4o84uotaixajyjn723,
18,2,Ⅱ阶,送葬人,,false,ok,30697,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\018_Ⅱ阶_送葬人.png,https://media.prts.wiki/d/da/%E5%A4%B4%E5%83%8F_%E9%80%81%E8%91%AC%E4%BA%BA.png?v=jq64c3sdv6rpcllmj3dagx2jno5b9fw,
19,2,Ⅱ阶,赫默,,false,ok,41498,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\019_Ⅱ阶_赫默.png,https://media.prts.wiki/3/39/%E5%A4%B4%E5%83%8F_%E8%B5%AB%E9%BB%98.png?v=7r0d8xu8trppew7alof1k60kq0usb4m,
20,2,Ⅱ阶,小满,,false,ok,65044,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\020_Ⅱ阶_小满.png,https://media.prts.wiki/1/1d/%E5%A4%B4%E5%83%8F_%E5%B0%8F%E6%BB%A1.png?v=lnrax2tu555gwqwig992tagdlee5iyf,
21,2,Ⅱ阶,哈洛德,,false,ok,64429,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\021_Ⅱ阶_哈洛德.png,https://media.prts.wiki/2/22/%E5%A4%B4%E5%83%8F_%E5%93%88%E6%B4%9B%E5%BE%B7.png?v=kd790vy8hz90qgcqfkb6434b2xelyyp,
22,2,Ⅱ阶,莎草,,false,ok,62308,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\022_Ⅱ阶_莎草.png,https://media.prts.wiki/3/3d/%E5%A4%B4%E5%83%8F_%E8%8E%8E%E8%8D%89.png?v=gqlwpomjrht9xzt19t3hdgmo22ql2oh,
23,2,Ⅱ阶,幽灵鲨,,false,ok,36717,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\023_Ⅱ阶_幽灵鲨.png,https://media.prts.wiki/2/28/%E5%A4%B4%E5%83%8F_%E5%B9%BD%E7%81%B5%E9%B2%A8.png?v=kj2hb1e3pzd4p10olls6n69ybj44v53,
24,2,Ⅱ阶,泡泡,,false,ok,42468,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\024_Ⅱ阶_泡泡.png,https://media.prts.wiki/2/28/%E5%A4%B4%E5%83%8F_%E6%B3%A1%E6%B3%A1.png?v=0roka4vr38781c0p9hkld4un0rh3b71,
25,2,Ⅱ阶,休谟斯,,false,ok,48807,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\025_Ⅱ阶_休谟斯.png,https://media.prts.wiki/e/e0/%E5%A4%B4%E5%83%8F_%E4%BC%91%E8%B0%9F%E6%96%AF.png?v=flefrnvhxme0x1gv6o4hy28879hz7ll,
26,2,Ⅱ阶,洛洛,,false,ok,37498,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\026_Ⅱ阶_洛洛.png,https://media.prts.wiki/d/d4/%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%B4%9B.png?v=hdmntmtjymzi8y4vaywgtjgnkecv31r,
27,2,Ⅱ阶,风丸,,false,ok,39664,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\027_Ⅱ阶_风丸.png,https://media.prts.wiki/1/12/%E5%A4%B4%E5%83%8F_%E9%A3%8E%E4%B8%B8.png?v=h2vdo3x6pugbtxhfrcxuvgb9c8uhb6z,
28,2,Ⅱ阶,砾,,false,ok,37707,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\028_Ⅱ阶_砾.png,https://media.prts.wiki/c/ce/%E5%A4%B4%E5%83%8F_%E7%A0%BE.png?v=bzlix516i59ysfxxd6vxdlym5q1rgxg,
29,2,Ⅱ阶,蒂比,,false,ok,66683,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\029_Ⅱ阶_蒂比.png,https://media.prts.wiki/0/09/%E5%A4%B4%E5%83%8F_%E8%92%82%E6%AF%94.png?v=lgg6g6nox64lzop9qv9uabm6h716acd,
